episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
9,1.0,-1.9019867364410503,-1.2620223173690628,-119.07652602946865,-26.0,2.0,2,0.0,False,True,0.4212951170399437,50,33.27526529517031,79.496,prepare,0.0
9,2.0,-1.9017542532272695,-1.2616474506234108,-119.0646663984114,0.0,4.0,9,-0.19934901622961038,False,True,0.4199709987159239,50,33.27526529517031,79.577,in_progress,0.0
9,3.0,-1.9083379369533235,-1.2782813726989435,-118.53103321554741,30.0,1.16,15,-0.14678876661046586,False,True,0.47353124833506843,50,33.27526529517031,79.633,in_progress,0.0
9,4.0,-1.9117339793471533,-1.2858085628696703,-118.6584487645406,0.0,3.5,8,-0.1758600094441884,False,True,0.4980202551204904,50,33.27526529517031,79.707,in_progress,0.0
9,5.0,-1.9394247223966767,-1.3412813168362059,-118.2858785394359,-15.0,2.5,4,-0.01780735620699886,False,True,0.6805619151431019,50,33.27526529517031,79.763,in_progress,0.0
9,6.0,-1.9434014523461245,-1.3473940772245063,-118.39244384583164,15.0,1.3,11,-0.1795160469286003,False,True,0.701394884444112,50,33.27526529517031,79.841,in_progress,0.0
9,7.0,-1.9808035374036503,-1.434620661485146,-116.43566463595349,0.0,2.8,7,0.08192001281115552,False,True,0.9836639134848779,51,33.27526529517031,79.884,in_progress,0.0
9,8.0,-1.9890862849340525,-1.4782297294562965,-113.60871908748734,15.0,1.2,10,-0.06731017003667045,False,True,1.1167027596778178,51,33.27526529517031,79.982,in_progress,0.0
9,9.0,-2.0023572460349186,-1.5820234733139713,-107.22282328484857,0.0,4.0,9,0.10201657572354722,False,True,1.4190683516309754,51,33.27526529517031,80.033,in_progress,0.0
9,10.0,-2.0046273978661513,-1.6461687984541125,-103.30526638215665,25.0,1.2,13,-0.007630265999990227,False,True,1.6117871018605956,51,33.27526529517031,80.1,in_progress,0.0
9,11.0,-2.005420073426413,-1.7560496011812459,-97.89196619803332,-26.0,2.0,2,0.1290544333560753,False,True,1.9411905514462813,52,33.27526529517031,80.14,in_progress,0.0
9,12.0,-2.002712318347878,-1.8408330328678413,-94.73161439357783,0.0,2.8,7,0.053041380431230245,False,True,2.194580948107122,52,33.27526529517031,80.245,in_progress,0.0
9,13.0,-2.0129911612082996,-1.9459938395474343,-95.02741443054292,25.0,2.0,14,0.11498129115168504,False,True,2.5099112554884173,52,33.27526529517031,80.286,in_progress,0.0
9,14.0,-2.017911209326988,-2.0263891779408847,-94.58735202788604,0.0,3.5,8,0.04069680497897493,False,True,2.7509570766970026,53,33.27526529517031,80.366,in_progress,0.0
9,15.0,-2.012381700423194,-2.16122282021188,-91.36893582189917,25.0,2.0,14,0.2051756728152901,False,True,3.156481765741903,53,33.27526529517031,80.425,in_progress,0.0
9,16.0,-1.9997979153337626,-2.278839134996357,-88.13352716557021,-26.0,2.0,2,0.15292810888648695,False,True,3.5097588908580004,53,33.27526529517031,80.514,in_progress,0.0
9,17.0,-1.9924135429080025,-2.456707269209111,-88.08112572312751,0.0,2.8,7,0.3344645333375598,False,True,4.044572440425171,54,33.27526529517031,80.545,in_progress,0.0
9,18.0,-2.0032376467189654,-2.5856625218806673,-91.15874821648269,-26.0,1.2,1,0.1889222273405003,False,True,4.433843683995281,54,33.27526529517031,80.608,in_progress,0.0
9,19.0,-2.017741163215659,-2.6831425907868436,-93.96256593891863,0.0,2.8,7,0.09164618256707452,False,True,4.725838882791966,55,33.27526529517031,80.696,in_progress,0.0
9,20.0,-2.0456461220840025,-2.8468612310113057,-97.14873190976468,0.0,3.5,8,0.32886651205366785,False,True,5.255054411075244,55,33.27526529517031,80.749,in_progress,0.0
9,21.0,-2.0723378450681356,-2.970007288493818,-99.48499055386084,-15.0,1.3,3,0.17781858314976456,False,True,5.633222010454619,56,33.27526529517031,80.815,in_progress,0.0
9,22.0,-2.116555607368445,-3.1209768893206062,-103.86939769026552,-15.0,3.0,5,0.3336368038624092,False,True,6.167207830546639,56,33.27526529517031,80.924,in_progress,0.0
9,23.0,-2.2075835703180715,-3.3372299784755857,-110.42787587427699,15.0,1.3,11,0.5316236321143049,False,True,6.899180478890554,57,33.27526529517031,80.957,in_progress,0.0
9,24.0,-2.26442880925584,-3.462493771420957,-113.4820448858115,0.0,2.8,7,0.2066495001949627,False,True,7.306178995315127,58,33.27526529517031,81.029,in_progress,0.0
9,25.0,-2.3161932968525054,-3.5850286468366206,-113.33179166811034,-15.0,2.5,4,0.191242160841749,False,True,7.697770172386487,58,33.27526529517031,81.104,in_progress,0.0
9,26.0,-2.381420313278387,-3.745782723776433,-112.77419533070209,-15.0,1.3,3,0.27193918213737805,False,True,8.170058370753475,59,33.27526529517031,81.159,in_progress,0.0
9,27.0,-2.448093281192321,-3.869776277557198,-115.51197051781705,-30.0,1.16,0,0.19907083373509976,False,True,8.569478220718185,59,33.27526529517031,81.277,in_progress,0.0
9,28.0,-2.5948560361756883,-4.0764212046732995,-122.93455320060816,-26.0,2.0,2,0.299135349666708,False,True,9.068962586614504,59,33.27526529517031,81.314,in_progress,0.0
9,29.0,-2.611505791639462,-4.096404348346514,-123.70700253500426,0.0,1.7,6,-0.13252569942512665,False,True,9.136785903418987,60,33.27526529517031,81.38,in_progress,0.0
9,30.0,-2.6760582827002506,-4.182282339558148,-125.03113561223233,15.0,1.2,10,0.07140381272518531,False,True,9.408538732373783,60,33.27526529517031,81.427,in_progress,0.0
