episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
27,1.0,-0.10497894630202942,-2.2091458282163727,75.30038464819617,15.0,1.3,11,0.0,False,True,0.4217458408695751,39,33.27526529517031,223.759,prepare,0.0
27,2.0,-0.10513253822303786,-2.209626712008117,75.30147258086518,0.0,2.8,7,-0.19934901622961038,False,True,0.42023088751366733,39,33.27526529517031,223.816,in_progress,0.0
27,3.0,-0.10079071425118319,-2.197652685768921,74.94444796992289,-15.0,1.3,3,-0.1626563913563403,False,True,0.4579235123869374,39,33.27526529517031,223.887,in_progress,0.0
27,4.0,-0.08146487027314406,-2.1563290743875254,72.99264182915145,15.0,1.2,10,-0.06819995040657084,False,True,0.5900725782099769,39,33.27526529517031,223.942,in_progress,0.0
27,5.0,-0.08034826930427907,-2.1547489295512317,72.82119814821543,0.0,2.8,7,-0.19510613953793027,False,True,0.595315454901657,39,33.27526529517031,224.022,in_progress,0.0
27,6.0,-0.0592057569591618,-2.0987476438739145,71.9898626786948,15.0,1.2,10,-0.02379815252306766,False,True,0.7718663186081998,39,33.27526529517031,224.107,in_progress,0.0
27,7.0,-0.05884376277253958,-1.9920766646287242,78.831426982636,-26.0,1.2,1,0.11589256440265455,False,True,1.0881078992404647,40,33.27526529517031,224.143,in_progress,0.0
27,8.0,-0.06295266244077392,-1.9612842699291955,81.33663399842418,15.0,1.2,10,-0.1111773917676015,False,True,1.1772795237024736,40,33.27526529517031,224.23,in_progress,0.0
27,9.0,-0.0820178694551644,-1.8585120892251026,88.73786059254289,15.0,1.3,11,0.10977059124230998,False,True,1.487399131174394,40,33.27526529517031,224.281,in_progress,0.0
27,10.0,-0.0996307522488606,-1.8026982303648291,93.11841379612146,-26.0,1.2,1,-0.033320095273524364,False,True,1.65442805213048,40,33.27526529517031,224.329,in_progress,0.0
27,11.0,-0.12729713615416063,-1.7008700601945073,97.69980920267727,0.0,3.5,8,0.10455778019660827,False,True,1.9593348485566986,41,33.27526529517031,224.399,in_progress,0.0
27,12.0,-0.14212521589627988,-1.5991059986171052,98.40144624407837,0.0,4.0,9,0.1729377652411173,False,True,2.3326216300274263,41,33.27526529517031,224.475,in_progress,0.0
27,13.0,-0.15183384841418718,-1.5177037526240416,97.88238664032981,0.0,3.5,8,0.04432061825802719,False,True,2.577291264515064,41,33.27526529517031,224.58,in_progress,0.0
27,14.0,-0.16277031665106775,-1.4104734072463465,97.08689328630597,25.0,2.0,14,0.1206492136835447,False,True,2.898289494428219,42,33.27526529517031,224.622,in_progress,0.0
27,15.0,-0.17745148784064027,-1.2920413900917238,97.00552757787776,25.0,2.0,14,0.19513415442471588,False,True,3.293772665082545,42,33.27526529517031,224.689,in_progress,0.0
27,16.0,-0.2244825044282967,-1.1036572363519273,101.57056380459902,-26.0,1.2,1,0.36102405812119126,False,True,3.855145739433347,43,33.27526529517031,224.75,in_progress,0.0
27,17.0,-0.2522983730965009,-1.0253127147713847,104.55180772471907,0.0,2.8,7,0.028388409312114782,False,True,4.083883164975072,43,33.27526529517031,224.836,in_progress,0.0
27,18.0,-0.30696086463295746,-0.8462447992873587,106.16612167461597,-26.0,2.0,2,0.31307915473082853,False,True,4.597311335935511,44,33.27526529517031,224.888,in_progress,0.0
27,19.0,-0.3236323356172614,-0.7677124826439368,104.89132977371565,0.0,2.8,7,0.010390379377474723,False,True,4.808050731542596,44,33.27526529517031,224.942,in_progress,0.0
27,20.0,-0.3420099376743715,-0.6656886854634796,103.04242186465179,30.0,1.16,15,-0.03060564574568375,False,True,4.977794102026523,44,33.27526529517031,225.026,in_progress,0.0
27,21.0,-0.3781791518587154,-0.48558676807177603,100.89259331400567,-30.0,1.16,0,0.18146199741915875,False,True,5.359605115675292,44,33.27526529517031,225.063,in_progress,0.0
27,22.0,-0.40109673680120556,-0.39584434026916143,102.0083628163162,0.0,3.5,8,0.01635726251426234,False,True,5.5763113944191645,45,33.27526529517031,225.156,in_progress,0.0
27,23.0,-0.4238708879592729,-0.2859170778622169,101.87083941053557,0.0,1.7,6,0.05234976201360492,False,False,5.82901017266238,45,33.27526529517031,225.224,in_progress,0.0
27,24.0,-0.44782965275232656,-0.17907875196863365,102.23506511269373,25.0,2.0,14,-0.14261680236445756,False,False,5.886742386527533,45,33.27526529517031,225.232,in_progress,0.0
27,25.0,-0.48376117750873937,-0.055026686363817356,104.15052397637696,15.0,2.5,12,-0.20034901622961038,False,False,5.886742386527533,45,33.27526529517031,225.343,in_progress,0.0
27,26.0,-0.5297623334498278,0.05477979255220587,107.89146260145581,-26.0,1.2,1,0.001,True,False,5.982509683419767,45,33.27526529517031,225.418,off_track,0.0
